"Subj" "x0" "x1" "x2"
166 1 6 -0.723
166 1 7 -0.723
166 1 8 -0.723
166 1 10 -0.723
167 1 1 2.632
167 1 2 2.632
167 1 3 2.632
167 1 4 2.632
167 1 5 2.632
167 1 6 2.632
167 1 7 2.632
167 1 10 2.632
168 1 2 -0.304
168 1 3 -0.304
168 1 4 -0.304
168 1 5 -0.304
168 1 6 -0.304
168 1 7 -0.304
168 1 8 -0.304
168 1 9 -0.304
168 1 10 -0.304
169 1 1 0.341
169 1 2 0.341
169 1 3 0.341
169 1 6 0.341
169 1 7 0.341
169 1 8 0.341
170 1 1 -0.103
170 1 6 -0.103
170 1 7 -0.103
170 1 8 -0.103
170 1 10 -0.103
171 1 1 -1.484
171 1 3 -1.484
171 1 4 -1.484
171 1 5 -1.484
171 1 6 -1.484
171 1 7 -1.484
171 1 9 -1.484
171 1 10 -1.484
172 1 1 -1.01
172 1 2 -1.01
172 1 3 -1.01
172 1 4 -1.01
172 1 5 -1.01
172 1 6 -1.01
172 1 8 -1.01
172 1 10 -1.01
173 1 1 0.782
173 1 2 0.782
173 1 3 0.782
173 1 4 0.782
173 1 5 0.782
173 1 7 0.782
173 1 8 0.782
173 1 9 0.782
173 1 10 0.782
174 1 1 -0.391
174 1 2 -0.391
174 1 3 -0.391
174 1 4 -0.391
174 1 5 -0.391
174 1 6 -0.391
174 1 8 -0.391
174 1 9 -0.391
174 1 10 -0.391
175 1 1 0.116
175 1 3 0.116
175 1 4 0.116
175 1 5 0.116
175 1 7 0.116
175 1 8 0.116
175 1 10 0.116
176 1 1 0.456
176 1 2 0.456
176 1 3 0.456
176 1 4 0.456
176 1 5 0.456
176 1 10 0.456
177 1 1 1.212
177 1 2 1.212
177 1 3 1.212
177 1 5 1.212
177 1 6 1.212
177 1 7 1.212
177 1 8 1.212
177 1 9 1.212
177 1 10 1.212
178 1 2 -0.046
178 1 3 -0.046
178 1 5 -0.046
178 1 7 -0.046
178 1 8 -0.046
178 1 9 -0.046
179 1 3 -0.026
179 1 4 -0.026
179 1 5 -0.026
179 1 7 -0.026
179 1 8 -0.026
179 1 9 -0.026
179 1 10 -0.026
180 1 1 0.664
180 1 2 0.664
180 1 4 0.664
180 1 5 0.664
180 1 6 0.664
180 1 7 0.664
180 1 8 0.664
180 1 9 0.664
180 1 10 0.664
181 1 1 -0.274
181 1 2 -0.274
181 1 3 -0.274
181 1 4 -0.274
181 1 6 -0.274
181 1 7 -0.274
181 1 8 -0.274
181 1 9 -0.274
181 1 10 -0.274
182 1 1 1.083
182 1 2 1.083
182 1 3 1.083
182 1 4 1.083
182 1 5 1.083
182 1 7 1.083
182 1 8 1.083
182 1 9 1.083
183 1 1 -0.339
183 1 2 -0.339
183 1 3 -0.339
183 1 4 -0.339
183 1 5 -0.339
183 1 6 -0.339
183 1 7 -0.339
183 1 9 -0.339
183 1 10 -0.339
184 1 2 1.455
184 1 3 1.455
184 1 4 1.455
184 1 6 1.455
184 1 7 1.455
184 1 8 1.455
184 1 9 1.455
184 1 10 1.455
185 1 1 -0.527
185 1 2 -0.527
185 1 4 -0.527
185 1 5 -0.527
185 1 7 -0.527
185 1 8 -0.527
185 1 9 -0.527
185 1 10 -0.527
186 1 3 0.058
186 1 4 0.058
186 1 5 0.058
186 1 6 0.058
186 1 7 0.058
186 1 9 0.058
186 1 10 0.058
187 1 1 0.149
187 1 2 0.149
187 1 4 0.149
187 1 5 0.149
187 1 7 0.149
187 1 8 0.149
187 1 10 0.149
188 1 1 0.618
188 1 2 0.618
188 1 3 0.618
188 1 4 0.618
188 1 5 0.618
188 1 6 0.618
188 1 7 0.618
188 1 8 0.618
189 1 1 0.781
189 1 2 0.781
189 1 3 0.781
189 1 4 0.781
189 1 5 0.781
189 1 6 0.781
189 1 7 0.781
189 1 8 0.781
189 1 9 0.781
189 1 10 0.781
190 1 2 -0.666
190 1 3 -0.666
190 1 5 -0.666
190 1 6 -0.666
190 1 7 -0.666
190 1 8 -0.666
190 1 9 -0.666
190 1 10 -0.666
191 1 1 0.07
191 1 2 0.07
191 1 3 0.07
191 1 6 0.07
191 1 7 0.07
191 1 8 0.07
191 1 9 0.07
192 1 1 -1.308
192 1 2 -1.308
192 1 4 -1.308
192 1 5 -1.308
192 1 6 -1.308
192 1 7 -1.308
192 1 8 -1.308
192 1 9 -1.308
192 1 10 -1.308
193 1 1 -2.373
193 1 2 -2.373
193 1 3 -2.373
193 1 4 -2.373
193 1 5 -2.373
193 1 6 -2.373
193 1 7 -2.373
193 1 8 -2.373
193 1 10 -2.373
194 1 1 0.05
194 1 3 0.05
194 1 4 0.05
194 1 5 0.05
194 1 6 0.05
194 1 8 0.05
194 1 9 0.05
194 1 10 0.05
195 1 1 0.931
195 1 2 0.931
195 1 3 0.931
195 1 4 0.931
195 1 6 0.931
195 1 7 0.931
195 1 8 0.931
195 1 9 0.931
195 1 10 0.931
196 1 1 0.359
196 1 2 0.359
196 1 3 0.359
196 1 4 0.359
196 1 5 0.359
196 1 6 0.359
196 1 9 0.359
197 1 1 0.629
197 1 2 0.629
197 1 4 0.629
197 1 5 0.629
197 1 7 0.629
197 1 8 0.629
197 1 9 0.629
198 1 1 -0.699
198 1 2 -0.699
198 1 4 -0.699
198 1 5 -0.699
198 1 6 -0.699
198 1 7 -0.699
198 1 8 -0.699
198 1 9 -0.699
198 1 10 -0.699
199 1 2 1.393
199 1 3 1.393
199 1 4 1.393
199 1 5 1.393
199 1 6 1.393
199 1 7 1.393
199 1 8 1.393
199 1 10 1.393
200 1 1 -0.277
200 1 2 -0.277
200 1 3 -0.277
200 1 4 -0.277
200 1 7 -0.277
200 1 8 -0.277
200 1 9 -0.277
200 1 10 -0.277
